iter	RMSE
290	36.356536
291	36.27031
292	36.23628763
293	36.15790951
294	36.12023585
295	36.09121312
296	35.9904864
297	35.89723509
298	35.82298809
299	35.73634786
300	35.66947772
301	35.63771293
302	35.6043484
303	35.57836387
304	35.51595232
305	35.41721675
306	35.38213771
307	35.35922723
308	35.29659602
309	35.27044036
310	35.208243
311	35.1790218
312	35.15163734
313	35.08340774
314	35.0021077
315	34.93514528
316	34.89054205
317	34.87454627
318	34.85964472
319	34.83094217
320	34.76498942
321	34.68459007
322	34.65700591
323	34.62507332
324	34.55980934
325	34.53314164
326	34.47202237
327	34.40507014
328	34.33776903
329	34.1646841
330	34.10676185
331	34.04652962
332	34.02280994
333	33.96615285
334	33.92526739
335	33.86760615
336	33.83815125
337	33.82237993
338	33.74732875
339	33.73324837
340	33.68236427
341	33.53153302
342	33.47898629
343	33.41133743
344	33.38735067
345	33.35561476
346	33.33054663
347	33.28361495
348	33.13046955
349	33.07401202
350	32.95912262
351	32.9423029
352	32.87343644
353	32.82500099
354	32.73812773
355	32.68113097
356	32.62900374
357	32.57345568
358	32.52653454
359	32.44472515
360	32.42756756
361	32.38151809
362	32.36534448
363	32.30414658
364	32.19670398
365	32.18158237
366	32.16146482
367	32.02110743
368	31.99864492
369	31.94455879
370	31.9039122
371	31.82915653
372	31.77587046
373	31.71493484
374	31.67043198
375	31.61389692
376	31.56242622
377	31.51146434
378	31.46516142
379	31.41679256
380	31.40331881
381	31.3657634
382	31.32226393
383	31.30148142
384	31.2529212
385	31.20126627
386	31.06352915
387	31.02504643
388	31.00753919
389	30.93756503
390	30.88734084
391	30.83873732
392	30.82222889
393	30.77906563
394	30.68799675
395	30.65421354
396	30.63266368
397	30.61791859
398	30.5976066
399	30.56748988
400	30.53091468
401	30.51530863
402	30.49537483
403	30.42819053
404	30.39006658
405	30.36913622
406	30.24420707
407	30.22777063
408	30.18048726
409	30.14058919
410	30.10527205
411	30.0759173
412	30.04518245
413	29.99397662
414	29.95215442
415	29.94101418
416	29.89990821
417	29.85541226
418	29.83882966
419	29.79305952
420	29.7491167
421	29.73022868
422	29.66774774
423	29.5601691
424	29.51919875
425	29.50895223
426	29.48092858
427	29.42255647
428	29.38399738
429	29.32716915
430	29.2840547
431	29.24384145
432	29.20375167
433	29.15597314
434	29.12275286
435	29.07191913
436	29.05525554
437	29.00820863
438	28.97199835
439	28.93306005
440	28.89748702
441	28.88164591
442	28.83367757
443	28.82241707
444	28.71944093
445	28.67706424
446	28.63302134
447	28.59362955
448	28.56517624
449	28.52374104
450	28.44669388
451	28.41112911
452	28.37419602
453	28.27084134
454	28.23802971
455	28.22784856
456	28.1211339
457	28.08674393
458	28.06258059
459	28.02327944
460	27.993918
461	27.94930049
462	27.9304217
463	27.89293264
464	27.86349757
465	27.77251262
466	27.75471028
467	27.71982271
468	27.70286642
469	27.66801181
470	27.65394153
471	27.60613912
472	27.5057318
473	27.42630988
474	27.38388586
475	27.34686221
476	27.29791378
477	27.24766706
478	27.21544886
479	27.19301597
480	27.17692492
481	27.1608835
482	27.12593352
483	27.09506732
484	27.06355575
485	27.03337649
486	27.00500269
487	26.98971393
488	26.90779405
489	26.8734797
490	26.85806803
491	26.78216807
492	26.74824752
493	26.72785602
494	26.7175378
495	26.702995
496	26.67364312
497	26.66381427
498	26.62384744
499	26.59330196
500	26.5683484
501	26.55433189
502	26.48458065
503	26.4001921
504	26.33732228
505	26.29060764
506	26.27591309
507	26.23237385
508	26.20512065
509	26.17449947
510	26.14356215
511	26.11600368
512	26.05831285
513	26.04457238
514	26.03127132
515	26.00051773
516	25.96954187
517	25.94252679
518	25.91718473
519	25.89188755
520	25.83768142
521	25.81992746
522	25.79200104
523	25.71688582
524	25.6828702
525	25.65870733
526	25.63482999
527	25.60599744
528	25.55797046
529	25.52973693
530	25.47886212
531	25.4470777
532	25.42018963
533	25.39428444
534	25.36584754
535	25.33815546
536	25.31036525
537	25.29613156
538	25.22580896
539	25.20330684
540	25.11540686
541	25.07486817
542	25.05463153
543	25.01381177
544	24.98770248
545	24.96637413
546	24.94383694
547	24.91682192
548	24.888083
549	24.85162382
550	24.81916655
551	24.80118463
552	24.75567015
553	24.7119575
554	24.68728105
555	24.64491348
556	24.61637039
557	24.60362079
558	24.59171723
559	24.56543913
560	24.54030825
561	24.50038006
562	24.47232758
563	24.41296672
564	24.38898665
565	24.36337115
566	24.33978524
567	24.32022764
568	24.29282317
569	24.23709242
570	24.22108707
571	24.19286226
572	24.16578657
573	24.14242961
574	24.10599038
575	24.08505888
576	24.06920516
577	24.04535718
578	24.0254571
579	24.00846893
580	23.92833187
581	23.90474982
582	23.86983962
583	23.84422417
584	23.80857299
585	23.78072262
586	23.75966069
587	23.74899367
588	23.72361709
589	23.69949644
590	23.67385777
591	23.63862977
592	23.60062502
593	23.57684163
594	23.55984387
595	23.53485648
596	23.48414989
597	23.46361306
598	23.44350238
599	23.42395554
600	23.39189188
601	23.34501522
602	23.31840597
603	23.29548968
604	23.26446103
605	23.24721311
606	23.23327996
607	23.21505172
608	23.19673902
609	23.18300099
610	23.16153776
611	23.13733977
612	23.12509597
613	23.11166149
614	23.09906159
615	23.0637778
616	23.04186891
617	23.00426204
618	22.98668958
619	22.96585102
620	22.91227582
621	22.89283422
622	22.84310391
623	22.81878735
624	22.78775489
625	22.76922505
626	22.74840367
627	22.72757671
628	22.69786399
629	22.67321951
630	22.65787043
631	22.63701611
632	22.598007
633	22.57353497
634	22.55561673
635	22.52161407
636	22.51222093
637	22.50249698
638	22.48070461
639	22.46253022
640	22.4499036
641	22.43271165
642	22.41461004
643	22.39464715
644	22.36676673
645	22.29655567
646	22.26902355
647	22.25224826
648	22.2214116
649	22.20467899
650	22.18314601
651	22.15068039
652	22.12352037
653	22.09838203
654	22.09007849
655	22.06332704
656	22.0390052
657	22.00800124
658	21.98660322
659	21.94161124
660	21.89913222
661	21.8768849
662	21.86002433
663	21.8431157
664	21.82025303
665	21.80262994
666	21.7732986
667	21.7552597
668	21.72648752
669	21.70074083
670	21.68820195
671	21.67295769
672	21.6576899
673	21.63937853
674	21.62755488
675	21.60615772
676	21.58523341
677	21.56313258
678	21.53993547
679	21.51447766
680	21.49122514
681	21.46783471
682	21.44499094
683	21.43132274
684	21.41919108
685	21.35763351
686	21.33821398
687	21.3225957
688	21.30575056
689	21.27765912
690	21.25304902
691	21.22619597
692	21.21328512
693	21.19326444
694	21.17582111
695	21.16338205
696	21.1527444
697	21.13990381
698	21.121648
699	21.10296241
700	21.09097546
701	21.07178153
702	21.0554617
703	21.04380132
704	21.02775167
705	21.01663217
706	21.00145252
707	20.98451561
708	20.9749961
709	20.95321207
710	20.9320289
711	20.91643692
712	20.88011276
713	20.86373985
714	20.85184423
715	20.83787747
716	20.82105409
717	20.7857785
718	20.77118599
719	20.75628138
720	20.71773075
721	20.69415047
722	20.66439507
723	20.65656309
724	20.62450175
725	20.61367264
726	20.60093247
727	20.58867377
728	20.57655513
729	20.56296404
730	20.53713221
731	20.52251366
732	20.50729193
733	20.48486964
734	20.47465331
735	20.46409882
736	20.45625393
737	20.4425548
738	20.4155195
739	20.35648508
740	20.34055729
741	20.3041059
742	20.27571089
743	20.25978992
744	20.24650697
745	20.23265468
746	20.22282305
747	20.20915526
748	20.19545004
749	20.1725075
750	20.15187298
751	20.13883721
752	20.12976087
753	20.09913838
754	20.0767412
755	20.06241036
756	20.04319904
757	20.03074728
758	20.00424302
759	19.98306212
760	19.97065315
761	19.95178925
762	19.92005774
763	19.90694498
764	19.89984077
765	19.88383282
766	19.87343299
767	19.84476373
768	19.82698142
769	19.818589
770	19.79360593
771	19.78037488
772	19.76731138
773	19.75393135
774	19.74071087
775	19.7306892
776	19.71019392
777	19.67816332
778	19.66637402
779	19.63869496
780	19.62433373
781	19.57127841
782	19.54068693
783	19.51553997
784	19.50556382
785	19.49393387
786	19.4620864
787	19.44685301
788	19.42101153
789	19.4054289
790	19.38528187
791	19.37521863
792	19.34745837
793	19.33951646
794	19.32415566
795	19.29379535
796	19.27048024
797	19.26231031
798	19.25130762
799	19.23847396
800	19.20808414
801	19.19065084
802	19.18081411
803	19.16988334
804	19.16104547
805	19.1328934
806	19.11703565
807	19.09799033
808	19.08876732
809	19.07652733
810	19.05835488
811	19.04828719
812	19.04027773
813	19.01254126
814	18.99493177
815	18.98623659
816	18.9673271
817	18.9440815
818	18.93334891
819	18.92006575
820	18.91077518
821	18.88428466
822	18.87284233
823	18.8580168
824	18.84753673
825	18.83305241
826	18.82055651
827	18.78917398
828	18.75981221
829	18.74831195
830	18.73616019
831	18.71103111
832	18.68875491
833	18.67674178
834	18.6682342
835	18.66047141
836	18.64153082
837	18.61890829
838	18.61170272
839	18.60248186
840	18.58226421
841	18.57023653
842	18.54294399
843	18.52418684
844	18.51574181
845	18.50309422
846	18.49283001
847	18.48695469
848	18.46978397
849	18.46135725
850	18.43357566
851	18.42117924
852	18.40738897
853	18.37842157
854	18.35306285
855	18.33699072
856	18.32773551
857	18.3187235
858	18.3105472
859	18.2997424
860	18.28762142
861	18.28120293
862	18.25540996
863	18.23976442
864	18.21789696
865	18.21014453
866	18.1943066
867	18.18207508
868	18.172282
869	18.15752191
870	18.14278258
871	18.1183544
872	18.09500569
873	18.07896969
874	18.05973502
875	18.04545462
876	18.03974843
877	18.02985206
878	18.00683972
879	17.99727688
880	17.9699492
881	17.95065326
882	17.94226183
883	17.93313508
884	17.91110034
885	17.90127113
886	17.88298989
887	17.86358007
888	17.83950709
889	17.83190612
890	17.8227272
891	17.81329872
892	17.79921131
893	17.7908187
894	17.77877227
895	17.76969306
896	17.76299254
897	17.75638805
898	17.7442706
899	17.72899898
900	17.71114007
901	17.69719198
902	17.68033628
903	17.67452379
904	17.66095085
905	17.63997936
906	17.63415622
907	17.61986894
908	17.60231572
909	17.59484524
910	17.58659562
911	17.57643031
912	17.5618118
913	17.53886185
914	17.5311488
915	17.52029925
916	17.50411755
917	17.48365577
918	17.47474869
919	17.46287665
920	17.44997005
921	17.43764413
922	17.42916851
923	17.41873338
924	17.40647314
925	17.38169072
926	17.37413657
927	17.36733898
928	17.35529939
929	17.34049586
930	17.3305002
931	17.32301884
932	17.31332382
933	17.30167507
934	17.28557972
935	17.27306163
936	17.26862865
937	17.26310846
938	17.25282768
939	17.2476472
940	17.22673367
941	17.22051733
942	17.20684944
943	17.19693199
944	17.1874281
945	17.16953247
946	17.14802064
947	17.13724939
948	17.11842034
949	17.10543146
950	17.08684877
951	17.07746729
952	17.06009422
953	17.04044128
954	17.03080879
955	17.01314418
956	17.00205703
957	16.9941058
958	16.98805829
959	16.97954842
960	16.96002502
961	16.95108087
962	16.94110862
963	16.9287696
964	16.92323227
965	16.90335234
966	16.88389905
967	16.86857053
968	16.85068568
969	16.84692654
970	16.83754492
971	16.82987532
972	16.82061681
973	16.81560915
974	16.805097
975	16.79372214
976	16.78225608
977	16.7723236
978	16.76759514
979	16.75003679
980	16.74444965
981	16.7399435
982	16.72228835
983	16.70672385
984	16.68991692
985	16.67957413
986	16.66189084
987	16.6513063
988	16.63869431
989	16.61556862
990	16.60247786
991	16.59759425
992	16.58867926
993	16.56939567
994	16.55452356
995	16.54560959
996	16.53428128
997	16.52441006
998	16.51434957
999	16.49047307
